DP_Client_ID,ISIN_Code,Security_Desc,Holding,Pledge_Qty,MktPrice,HoldingValue
CL391212,INE001A01036,HDFC BANK LTD,3018,0,2619.84,7906677.12
CL964615,INE154A01025,ITC LTD EQ,529,0,1259.18,666106.22
CL307297,INE155A01022,TATA MOTORS LTD,242,0,1060.45,256628.9
CL162159,INE237A01028,KOTAK MAHINDRA BANK,1116,0,2731.56,3048420.96
CL096467,INE018A01030,LARSEN AND TOUBRO,2209,0,235.24,519645.16
CL273103,INE155A01022,TATA MOTORS LTD,2212,0,2311.27,5112529.24
CL348292,INE090A01021,ICICI BANK LTD,2828,0,1907.55,5394551.4
CL180507,INE002A01018,RELIANCE INDS LTD DVR EQ,2448,0,903.04,2210641.92
CL002516,INE009A01021,INFOSYS LTD,2559,0,1674.74,4285659.66
CL318649,INE018A01030,LARSEN AND TOUBRO,1286,385,337.24,433690.64
CL401803,INE062A01020,STATE BANK OF INDIA,3030,0,1664.42,5043192.6
CL044770,INE001A01036,HDFC BANK LTD,1951,0,1778.83,3470497.33
CL563820,INE002A01018,RELIANCE INDS LTD EQ,3408,0,1234.97,4208777.76
CL154558,INE062A01020,STATE BANK OF INDIA,2070,0,486.22,1006475.4
CL321632,INE155A01022,TATA MOTORS LTD,285,0,2955.49,842314.65
CL293640,INE002A01018,RELIANCE INDS LTD EQ,1054,0,2915.51,3072947.54
CL951713,INE154A01025,ITC LTD EQ,1883,0,1470.65,2769233.95
CL072159,INE009A01021,INFOSYS LTD,1212,0,2718.75,3295125.0
CL717303,INE062A01020,STATE BNK OF INDIA,473,0,176.75,83602.75
CL024322,INE062A01020,STATE BANK OF INDIA,3170,0,2443.58,7746148.6
CL060159,INE062A01020,STATE BANK OF INDIA,243,0,2264.28,550220.04
CL675406,INE002A01018,RELIANCE INDS LTD EQ,53,0,838.45,44437.85
CL762571,INE001A01036,HDFC BANK LTD,1088,0,1755.28,1909744.64
CL324080,INE154A01025,ITC LTD EQ,3491,0,2020.1,7052169.1
CL658822,INE237A01028,KOTAK MAHINDRA BANK,2989,0,2122.03,6342747.67
CL724601,INE018A01030,LARSEN AND TOUBRO,2912,0,1738.44,5062337.28
CL703503,INE009A01021,INFOSYS LTD,2126,0,483.84,1028643.84
CL669480,INE001A01036,HDFC BANK LTD,384,170,1090.32,418682.88
CL420846,INE002A01018,RELIANCE INDS LTD DVR EQ,2278,0,1402.15,3194097.7
CL102497,INE238A01026,AXIS BANK LTD DVR EQ,1439,0,1746.84,2513702.76
CL802692,INE009A01021,INFOSYS LTD,215,0,830.49,178555.35
CL054627,INE155A01022,TATA MOTORS LTD,513,0,1598.58,820071.54
CL005498,INE009A01021,INFOSYS LTD,3460,0,132.02,456789.2
CL039388,INE062A01020,STATE BANK OF INDIA,2718,0,2899.64,7881221.52
CL482596,INE009A01021,INFOSYS LTD,1291,0,762.8,984774.8
CL910340,INE155A01022,TATA MOTORS LTD,3129,0,1264.32,3956057.28
CL328712,INE062A01020,STATE BNK OF INDIA,918,89,2659.89,2441779.02
CL163434,INE062A01020,STATE BANK OF INDIA,21,0,461.19,9684.99
CL443796,INE018A01030,LARSEN AND TOUBRO,2253,0,2590.36,5836081.08
CL095754,INE238A01026,AXIS BANK LTD DVR EQ,1355,0,2522.81,3418407.55
CL013309,INE001A01036,HDFC BNK LTD,774,0,2457.66,1902228.84
CL493437,INE009A01021,INFOSYS LTD,2283,0,1995.01,4554607.83
CL177839,INE237A01028,KOTAK MAHINDRA BANK,794,0,2260.17,1794574.98
CL802147,INE062A01020,STATE BANK OF INDIA,3369,0,2783.86,9378824.34
CL869773,INE002A01018,RELIANCE INDS LTD EQ,2062,307,524.46,1081436.52
CL906698,INE237A01028,KOTAK MAHINDRA BANK,3273,0,107.8,352829.4
CL434857,INE238A01026,AXIS BANK LTD EQ,3212,0,194.07,623352.84
CL459765,INE238A01026,AXIS BANK LTD EQ,86,0,1881.73,161828.78
CL143512,INE238A01026,AXIS BANK LTD EQ,1750,274,1937.55,3390712.5
CL846075,INE155A01022,TATA MOTORS LTD,2668,0,1424.43,3800379.24
CL192869,INE238A01026,AXIS BANK LTD EQ,1604,369,488.41,783409.64
CL918532,INE155A01022,TATA MOTORS LTD,509,0,858.22,436833.98
CL518737,INE237A01028,KOTAK MAHINDRA BANK,2712,0,1331.35,3610621.2
CL168205,INE155A01022,TATA MOTORS LTD,497,0,214.65,106681.05
CL649035,INE090A01021,ICICI BANK LTD,3368,0,1572.72,5296920.96
CL007401,INE018A01030,LARSEN AND TOUBRO,664,313,327.88,217712.32
CL518562,INE238A01026,AXIS BANK LTD EQ,3315,0,2811.84,9321249.6
CL521284,INE062A01020,STATE BANK OF INDIA,2875,0,2607.37,7496188.75
CL285288,INE009A01021,INFOSYS LTD,1882,0,592.62,1115310.84
CL058162,INE155A01022,TATA MOTORS LTD,497,0,1259.79,626115.63
CL656768,INE237A01028,KOTAK MAHINDRA BNK,1060,65,986.34,1045520.4
CL530716,INE155A01022,TATA MOTORS LTD,1961,0,2817.88,5525862.68
CL240763,INE237A01028,KOTAK MAHINDRA BANK,1606,0,1733.19,2783503.14
CL406663,INE002A01018,RELIANCE INDS LTD EQ,2959,115,172.28,509776.52
CL057926,INE154A01025,ITC LTD EQ,3047,0,1750.41,5333499.27
CL783115,INE238A01026,AXIS BANK LTD DVR EQ,138,0,1418.18,195708.84
CL941872,INE237A01028,KOTAK MAHINDRA BANK,529,0,1448.15,766071.35
CL444893,INE238A01026,AXIS BANK LTD EQ,3270,0,2032.42,6646013.4
CL204857,INE154A01025,ITC LTD EQ,651,0,2648.19,1723971.69
CL960912,INE062A01020,STATE BANK OF INDIA,528,343,1726.78,911739.84
CL448804,INE062A01020,STATE BANK OF INDIA,1851,0,2758.23,5105483.73
CL141155,INE155A01022,TATA MOTORS LTD,1450,0,2985.22,4328569.0
CL848471,INE001A01036,HDFC BNK LTD,1658,0,2765.37,4584983.46
CL865529,INE090A01021,ICICI BANK LTD,3420,0,2646.43,9050790.6
CL609808,INE090A01021,ICICI BANK LTD,828,0,1299.06,1075621.68
CL695107,INE238A01026,AXIS BANK LTD EQ,2390,0,1235.25,2952247.5
CL520258,INE090A01021,ICICI BANK LTD DVR,1130,0,337.09,380911.7
CL639629,INE155A01022,TATA MOTORS LTD,3272,0,2615.89,8559192.08
CL722459,INE001A01036,HDFC BNK LTD,3457,440,949.11,3281073.27
CL322651,INE237A01028,KOTAK MAHINDRA BANK,1623,0,1183.78,1921274.94
CL601782,INE062A01020,STATE BANK OF INDIA,3454,0,747.06,2580345.24
CL109643,INE237A01028,KOTAK MAHINDRA BANK,2013,34,2627.68,5289519.84
CL391627,INE238A01026,AXIS BANK LTD EQ,264,0,2070.56,546627.84
CL005072,INE238A01026,AXIS BANK LTD EQ,1293,0,2401.66,3105346.38
CL871088,INE154A01025,ITC LTD EQ,523,70,533.8,279177.4
CL616041,INE155A01022,TATA MOTORS LTD,3126,0,1861.92,5820361.92
CL061120,INE154A01025,ITC LTD EQ,1479,0,1253.0,1853187.0
CL794276,INE238A01026,AXIS BANK LTD DVR EQ,3409,0,905.37,3086406.33
CL648152,INE090A01021,ICICI BANK LTD,1809,0,868.17,1570519.53
CL917330,INE001A01036,HDFC BANK LTD,1913,0,2593.31,4961002.03
CL798565,INE090A01021,ICICI BNK LTD,1417,0,1781.98,2525065.66
CL304816,INE238A01026,AXIS BANK LTD EQ,1977,0,424.42,839078.34
CL834217,INE154A01025,ITC LTD EQ,153,0,1169.86,178988.58
CL105454,INE155A01022,TATA MOTORS LTD,1898,0,2657.65,5044219.7
CL633926,INE062A01020,STATE BANK OF INDIA,1083,0,722.71,782694.93
CL344917,INE090A01021,ICICI BANK LTD,921,368,2509.33,2311092.93
CL738185,INE238A01026,AXIS BANK LTD EQ,82,0,1387.97,113813.54
CL106291,INE155A01022,TATA MOTORS LTD,3137,0,633.82,1988293.34
CL684466,INE002A01018,RELIANCE INDS LTD EQ,2516,0,755.9,1901844.4
CL767502,INE002A01018,RELIANCE INDS LTD EQ,2065,0,2870.54,5927665.1
CL917715,INE238A01026,AXIS BANK LTD EQ,2243,10,1431.25,3210293.75
CL234973,INE237A01028,KOTAK MAHINDRA BANK,677,58,2474.52,1675250.04
CL032246,INE009A01021,INFOSYS LTD,2352,0,2070.41,4869604.32
CL673516,INE090A01021,ICICI BNK LTD,2720,0,2113.08,5747577.6
CL645302,INE090A01021,ICICI BANK LTD,1203,0,1752.21,2107908.63
CL246437,INE238A01026,AXIS BANK LTD EQ,1025,0,2654.66,2721026.5
CL665157,INE002A01018,RELIANCE INDS LTD EQ,3241,0,1976.25,6405026.25
CL536398,INE002A01018,RELIANCE INDS LTD EQ,640,0,2547.86,1630630.4
CL848883,INE090A01021,ICICI BANK LTD DVR,1097,0,1412.43,1549435.71
CL656792,INE090A01021,ICICI BANK LTD,2553,0,2134.11,5448382.83
CL723778,INE237A01028,KOTAK MAHINDRA BANK,3127,330,2778.88,8689557.76
CL230775,INE154A01025,ITC LTD EQ,2756,278,655.93,1807743.08
CL708103,INE154A01025,ITC LTD EQ,2182,0,2060.24,4495443.68
CL150660,INE155A01022,TATA MOTORS LTD,1721,0,1503.87,2588160.27
CL185256,INE154A01025,ITC LTD EQ,749,0,289.73,217007.77
CL685835,INE009A01021,INFOSYS LTD,1999,34,515.17,1029824.83
CL950256,INE062A01020,STATE BANK OF INDIA,1076,0,499.18,537117.68
CL321887,INE009A01021,INFOSYS LTD,2595,0,185.16,480490.2
CL865138,INE090A01021,ICICI BANK LTD,1605,0,2829.69,4541652.45
CL136421,INE018A01030,LARSEN AND TOUBRO,908,0,1410.4,1280643.2
CL522502,INE001A01036,HDFC BANK LTD,2818,0,737.97,2079599.46
CL251572,INE062A01020,STATE BANK OF INDIA,2798,0,1330.03,3721423.94
CL434587,INE018A01030,LARSEN AND TOUBRO,1296,254,1217.19,1577478.24
CL277668,INE002A01018,RELIANCE INDS LTD EQ,1648,0,2947.77,4857924.96
CL614993,INE238A01026,AXIS BANK LTD EQ,3465,0,2003.39,6941746.35
CL154089,INE002A01018,RELIANCE INDS LTD EQ,2923,0,2914.32,8518557.36
CL258491,INE155A01022,TATA MOTORS LTD,1340,0,1048.12,1404480.8
CL752872,INE154A01025,ITC LTD EQ,2667,450,1970.47,5255243.49
CL846765,INE238A01026,AXIS BNK LTD EQ,1531,0,2714.37,4155700.47
CL121847,INE002A01018,RELIANCE INDS LTD EQ,3052,0,669.83,2044321.16
CL839721,INE155A01022,TATA MOTORS LTD,727,0,494.7,359646.9
CL881991,INE062A01020,STATE BANK OF INDIA,1797,0,2274.65,4087546.05
CL206414,INE237A01028,KOTAK MAHINDRA BANK,3478,0,1902.64,6617381.92
CL547221,INE154A01025,ITC LTD EQ,616,27,2349.52,1447304.32
CL545491,INE009A01021,INFOSYS LTD,2114,0,2962.36,6262429.04
CL137380,INE001A01036,HDFC BANK LTD,560,0,1987.37,1112927.2
CL418681,INE062A01020,STATE BANK OF INDIA,2040,446,1851.65,3777366.0
CL391293,INE155A01022,TATA MOTORS LTD DVR,1172,0,2897.14,3395448.08
CL243792,INE002A01018,RELIANCE INDS LTD EQ,759,343,1326.9,1007117.1
CL069015,INE002A01018,RELIANCE INDS LTD DVR EQ,2836,0,1658.96,4704810.56
CL042597,INE090A01021,ICICI BANK LTD,2783,96,1780.27,4954491.41
CL108240,INE154A01025,ITC LTD EQ,3006,88,2577.33,7747453.98
CL481051,INE062A01020,STATE BANK OF INDIA,3061,103,194.55,595517.55
CL613500,INE238A01026,AXIS BANK LTD DVR EQ,1855,0,1175.93,2181350.15
CL855055,INE018A01030,LARSEN AND TOUBRO,3425,0,2234.6,7653505.0
CL116840,INE001A01036,HDFC BANK LTD,2678,0,314.42,842016.76
CL414852,INE062A01020,STATE BANK OF INDIA,1341,122,870.79,1167729.39
CL668345,INE155A01022,TATA MOTORS LTD DVR,13,0,2879.2,37429.6
CL269627,INE238A01026,AXIS BANK LTD EQ,408,0,1877.42,765987.36
CL358122,INE009A01021,INFOSYS LTD,2856,234,2627.19,7503254.64
CL143366,INE062A01020,STATE BANK OF INDIA,3055,0,2531.08,7732449.4
CL609602,INE009A01021,INFOSYS LTD,1496,0,1567.36,2344770.56
CL785863,INE002A01018,RELIANCE INDS LTD EQ,2381,0,792.6,1887180.6
CL942732,INE018A01030,LARSEN AND TOUBRO,540,0,554.68,299527.2
CL295752,INE018A01030,LARSEN AND TOUBRO,2626,18,1607.9,4222345.4
CL534872,INE002A01018,RELIANCE INDS LTD EQ,1249,0,412.89,515699.61
CL701883,INE062A01020,STATE BANK OF INDIA,1085,0,2023.78,2195801.3
CL791180,INE238A01026,AXIS BANK LTD EQ,3457,0,2478.79,8569177.03
CL995038,INE009A01021,INFOSYS LTD,1491,0,679.88,1013701.08
CL175574,INE154A01025,ITC LTD EQ,3479,0,1826.02,6352723.58
CL394549,INE002A01018,RELIANCE INDS LTD EQ,2771,0,2304.23,6385021.33
CL804854,INE237A01028,KOTAK MAHINDRA BANK,2758,0,1477.41,4074696.78
CL111419,INE018A01030,LARSEN AND TOUBRO,416,0,725.96,301999.36
CL978862,INE238A01026,AXIS BANK LTD EQ,310,0,2517.78,780511.8
CL704325,INE062A01020,STATE BANK OF INDIA,2567,0,432.86,1111151.62
CL091205,INE009A01021,INFOSYS LTD DVR,263,0,1663.41,437476.83
CL075338,INE009A01021,INFOSYS LTD,1835,0,1401.72,2572156.2
CL621531,INE009A01021,INFOSYS LTD,1345,0,688.59,926153.55
CL536954,INE018A01030,LARSEN AND TOUBRO,2341,0,858.9,2010684.9
CL514802,INE009A01021,INFOSYS LTD DVR,466,0,1975.69,920671.54
CL106510,INE238A01026,AXIS BANK LTD EQ,2303,0,1906.88,4391544.64
CL930287,INE090A01021,ICICI BANK LTD,3373,0,2002.87,6755680.51
CL845807,INE090A01021,ICICI BANK LTD,1853,480,2935.55,5439574.15
CL730089,INE009A01021,INFOSYS LTD,1333,0,171.79,228996.07
CL312295,INE155A01022,TATA MOTORS LTD,3407,0,1621.19,5523394.33
CL860326,INE002A01018,RELIANCE INDS LTD EQ,1964,0,478.75,940265.0
CL852295,INE062A01020,STATE BANK OF INDIA,2284,0,627.69,1433643.96
CL136897,INE062A01020,STATE BANK OF INDIA,2506,0,1517.73,3803431.38
CL023641,INE062A01020,STATE BANK OF INDIA,73,0,401.89,29337.97
CL753718,INE001A01036,HDFC BANK LTD,129,0,262.66,33883.14
CL808487,INE001A01036,HDFC BANK LTD,2128,0,2225.51,4735885.28
CL932408,INE238A01026,AXIS BANK LTD EQ,2855,0,2760.68,7881741.4
CL693214,INE238A01026,AXIS BANK LTD EQ,3442,0,1697.62,5843208.04
CL232661,INE001A01036,HDFC BANK LTD,1969,0,1071.53,2109842.57
CL293205,INE090A01021,ICICI BANK LTD,207,0,1379.07,285467.49
CL001001,INE002A01018,RELIANCE INDS LTD EQ,1387,0,2217.88,3076199.56
CL677366,INE155A01022,TATA MOTORS LTD DVR,965,114,1111.58,1072674.7
CL979759,INE090A01021,ICICI BANK LTD,2473,45,2994.19,7404631.87
CL146705,INE237A01028,KOTAK MAHINDRA BANK,3483,0,2130.41,7420218.03
CL215690,INE238A01026,AXIS BNK LTD EQ,49,0,1926.0,94374.0
CL504204,INE002A01018,RELIANCE INDS LTD EQ,3373,0,1319.57,4450909.61
CL173759,INE018A01030,LARSEN AND TOUBRO,2809,447,1324.28,3719902.52
CL575882,INE238A01026,AXIS BANK LTD EQ,3215,0,2935.55,9437793.25
CL054838,INE154A01025,ITC LTD EQ,3295,0,259.35,854558.25
CL052118,INE237A01028,KOTAK MAHINDRA BANK,761,0,129.57,98602.77
CL762426,INE009A01021,INFOSYS LTD,371,0,2031.81,753801.51
CL776011,INE001A01036,HDFC BANK LTD,3401,0,2152.84,7321808.84
CL494735,INE062A01020,STATE BANK OF INDIA,3244,0,1894.87,6146958.28
CL452780,INE238A01026,AXIS BANK LTD EQ,1811,0,2625.4,4754599.4
CL882718,INE018A01030,LARSEN AND TOUBRO,2837,0,1255.11,3560747.07
CL459717,INE001A01036,HDFC BANK LTD,2451,0,545.47,1336946.97
CL482415,INE090A01021,ICICI BANK LTD,1244,0,1566.67,1948937.48
